Date,SCHD,JEPQ,JEPI,TLT,SHY,SGOV,QQQ,SPY,VYM,HDV,DVY,NOBL,DHS,SPYD,QYLD,RYLD,XYLD,PFFD
2008-12-22,,,,,,,,,0.33,,,,0.493,,,,,
2008-12-23,,,,,,,,,,,0.556,,,,,,,
2008-12-29,,,,0.405,0.336,,,,,,,,,,,,,
2009-02-02,,,,0.285,0.138,,,,,,,,,,,,,
2009-03-02,,,,0.282,0.129,,,,,,,,,,,,,
2009-03-20,,,,,,,0.049,0.561,,,,,,,,,,
2009-03-23,,,,,,,,,,,,,0.365,,,,,
2009-03-25,,,,,,,,,0.31,,0.438,,,,,,,
2009-04-01,,,,0.302,0.141,,,,,,,,,,,,,
2009-05-01,,,,0.297,0.167,,,,,,,,,,,,,
2009-06-01,,,,0.305,0.131,,,,,,,,,,,,,
2009-06-19,,,,,,,0.044,0.518,,,,,,,,,,
2009-06-22,,,,,,,,,,,,,0.247,,,,,
2009-06-24,,,,,,,,,0.28,,0.397,,,,,,,
2009-07-01,,,,0.303,0.112,,,,,,,,,,,,,
2009-08-03,,,,0.318,0.112,,,,,,,,,,,,,
2009-09-01,,,,0.307,0.108,,,,,,,,,,,,,
2009-09-18,,,,,,,0.041,0.508,,,,,,,,,,
2009-09-21,,,,,,,,,,,,,0.242,,,,,
2009-09-22,,,,,,,,,,,0.395,,,,,,,
2009-09-24,,,,,,,,,0.257,,,,,,,,,
2009-10-01,,,,0.307,0.104,,,,,,,,,,,,,
2009-11-02,,,,0.308,0.19,,,,,,,,,,,,,
2009-12-01,,,,0.307,0.581,,,,,,,,,,,,,
2009-12-18,,,,,,,0.073,0.59,,,,,,,,,,
2009-12-21,,,,,,,,,,,,,0.326,,,,,
2009-12-22,,,,,,,,,0.321,,,,,,,,,
2009-12-23,,,,,,,,,,,0.431,,,,,,,
2009-12-29,,,,0.318,0.085,,,,,,,,,,,,,
2010-02-01,,,,0.325,0.084,,,,,,,,,,,,,
2010-03-01,,,,0.29,0.075,,,,,,,,,,,,,
2010-03-19,,,,,,,0.051,0.48,,,,,,,,,,
2010-03-25,,,,,,,,,0.229,,0.42,,,,,,,
2010-03-29,,,,,,,,,,,,,0.371,,,,,
2010-04-01,,,,0.332,0.08,,,,,,,,,,,,,
2010-05-03,,,,0.32,0.078,,,,,,,,,,,,,
2010-06-01,,,,0.326,0.071,,,,,,,,,,,,,
2010-06-18,,,,,,,0.089,0.531,,,,,,,,,,
2010-06-24,,,,,,,,,0.273,,0.425,,,,,,,
2010-06-25,,,,,,,0.089,,,,,,,,,,,
2010-06-28,,,,,,,,,,,,,0.449,,,,,
2010-07-01,,,,0.31,0.073,,,,,,,,,,,,,
2010-08-02,,,,0.324,0.071,,,,,,,,,,,,,
2010-09-01,,,,0.322,0.07,,,,,,,,,,,,,
2010-09-17,,,,,,,0.112,0.602,,,,,,,,,,
2010-09-20,,,,,,,,,,,,,0.2,,,,,
2010-09-23,,,,,,,,,,,0.422,,,,,,,
2010-09-24,,,,,,,,,0.276,,,,,,,,,
2010-10-01,,,,0.392,0.065,,,,,,,,,,,,,
2010-11-01,,,,0.319,0.067,,,,,,,,,,,,,
2010-12-01,,,,0.34,0.064,,,,,,,,,,,,,
2010-12-17,,,,,,,0.108,0.653,,,,,,,,,,
2010-12-22,,,,,,,,,0.313,,0.436,,0.578,,,,,
2010-12-28,,,,0.32,0.068,,,,,,,,,,,,,
2011-02-01,,,,0.32,0.068,,,,,,,,,,,,,
2011-03-01,,,,0.297,0.061,,,,,,,,,,,,,
2011-03-18,,,,,,,0.077,0.553,,,,,,,,,,
2011-03-21,,,,,,,,,,,,,0.313,,,,,
2011-03-25,,,,,,,,,0.31,,0.468,,,,,,,
2011-04-01,,,,0.386,0.067,,,,,,,,,,,,,
2011-05-02,,,,0.4,0.066,,,,,,,,,,,,,
2011-06-01,,,,0.352,0.066,,,,,,,,,,,,,
2011-06-17,,,,,,,0.121,0.628,,,,,,,,,,
2011-06-22,,,,,,,,,,,,,0.36,,,,,
2011-06-23,,,,,,,,,,0.244,,,,,,,,
2011-06-24,,,,,,,,,0.335,,0.473,,,,,,,
2011-07-01,,,,0.32,0.061,,,,,,,,,,,,,
2011-08-01,,,,0.325,0.061,,,,,,,,,,,,,
2011-09-01,,,,0.322,0.054,,,,,,,,,,,,,
2011-09-16,,,,,,,0.104,0.625,,,,,,,,,,
2011-09-23,,,,,,,,,0.307,,0.464,,,,,,,
2011-09-26,,,,,,,,,,0.29,,,0.363,,,,,
2011-10-03,,,,0.306,0.049,,,,,,,,,,,,,
2011-11-01,,,,0.299,0.048,,,,,,,,,,,,,
2011-12-01,,,,0.29,0.045,,,,,,,,,,,,,
2011-12-16,,,,,,,0.161,0.77,,,,,,,,,,
2011-12-19,0.040667,,,,,,,,,,,,,,,,,
2011-12-21,,,,,,,,,0.375,,,,0.381,,,,,
2011-12-22,,,,,,,,,,0.369,0.443,,,,,,,
2011-12-27,,,,0.38,0.039,,0.049,,,,,,,,,,,
2011-12-28,,,,,,,,,,0.011,,,,,,,,
2012-02-01,,,,0.289,0.031,,,,,,,,,,,,,
2012-03-01,,,,0.267,0.035,,,,,,,,,,,,,
2012-03-16,,,,,,,0.113,0.614,,,,,,,,,,
2012-03-26,,,,,,,,,0.328,0.526,0.506,,0.411,,,,,
2012-04-02,,,,0.29,0.03,,,,,,,,,,,,,
2012-05-01,,,,0.283,0.028,,,,,,,,,,,,,
2012-06-01,,,,0.263,0.028,,,,,,,,,,,,,
2012-06-15,,,,,,,0.143,0.688,,,,,,,,,,
2012-06-19,,,,,,,,,,0.54,0.535,,,,,,,
2012-06-25,,,,,,,,,0.37,,,,0.404,,,,,
2012-07-02,,,,0.269,0.026,,,,,,,,,,,,,
2012-07-23,,,,,,,,,,,,,0.147,,,,,
2012-08-01,,,,0.273,0.026,,,,,,,,,,,,,
2012-08-27,,,,,,,,,,,,,0.156,,,,,
2012-09-04,,,,0.272,0.024,,,,,,,,,,,,,
2012-09-17,0.069333,,,,,,,,,,,,,,,,,
2012-09-21,,,,,,,0.2,0.779,,,,,,,,,,
2012-09-24,,,,,,,,,0.403,,,,0.136,,,,,
2012-09-25,,,,,,,,,,0.516,0.528,,,,,,,
2012-10-01,,,,0.26,0.022,,,,,,,,,,,,,
2012-10-22,,,,,,,,,,,,,0.165,,,,,
2012-11-26,,,,,,,,,,,,,0.228,,,,,
2012-12-03,,,,0.245,0.02,,,,,,,,,,,,,
2012-12-19,,,,,,,,,,0.511,0.551,,,,,,,
2012-12-20,,,,,,,,,0.492,,,,,,,,,
2012-12-21,,,,,,,0.367,1.022,,,,,,,,,,
2012-12-24,0.086,,,,,,,,,,,,0.191,,,,,
2012-12-26,,,,0.268,0.021,,,,,,,,,,,,,
2013-01-22,,,,,,,,,,,,,0.153,,,,,
2013-02-01,,,,0.26,0.021,,,,,,,,,,,,,
2013-02-19,,,,,,,,,,,,,0.145,,,,,
2013-03-01,,,,0.254,0.018,,,,,,,,,,,,,
2013-03-15,,,,,,,0.159,0.694,,,,,,,,,,
2013-03-18,0.066333,,,,,,,,,,,,,,,,,
2013-03-22,,,,,,,,,0.361,,,,0.13,,,,,
2013-03-25,,,,,,,,,,0.54,0.562,,,,,,,
2013-04-01,,,,0.255,0.018,,,,,,,,,,,,,
2013-04-22,,,,,,,,,,,,,0.14,,,,,
2013-05-01,,,,0.261,0.017,,,,,,,,,,,,,
2013-05-24,,,,,,,,,,,,,0.14,,,,,
2013-06-03,,,,0.275,0.017,,,,,,,,,,,,,
2013-06-21,,,,,,,0.224,0.839,,,,,,,,,,
2013-06-24,0.075,,,,,,,,0.419,,,,0.14,,,,,
2013-06-26,,,,,,,,,,0.554,0.537,,,,,,,
2013-07-01,,,,0.252,0.017,,,,,,,,,,,,,
2013-07-22,,,,,,,,,,,,,0.14,,,,,
2013-07-24,,,,,,,,,,,,,,,,,0.039,
2013-08-01,,,,0.27,0.018,,,,,,,,,,,,,
2013-08-22,,,,,,,,,,,,,,,,,0.151,
2013-08-26,,,,,,,,,,,,,0.14,,,,,
2013-09-03,,,,0.279,0.018,,,,,,,,,,,,,
2013-09-20,,,,,,,0.238,0.838,,,,,,,,,,
2013-09-23,0.077,,,,,,,,0.437,,,,0.14,,,,,
2013-09-24,,,,,,,,,,0.557,0.537,,,,,,,
2013-09-25,,,,,,,,,,,,,,,,,0.05,
2013-10-01,,,,0.278,0.018,,,,,,,,,,,,,
2013-10-21,,,,,,,,,,,,,0.15,,,,,
2013-10-23,,,,,,,,,,,,,,,,,0.035,
2013-11-01,,,,0.288,0.019,,,,,,,,,,,,,
2013-11-21,,,,,,,,,,,,,,,,,0.065,
2013-11-22,,,,,,,,,,,,,0.15,,,,,
2013-12-02,,,,0.31,0.019,,,,,,,,,,,,,
2013-12-20,,,,,,,0.272,0.98,0.532,,,,,,,,,
2013-12-23,0.083,,,,,,,,,0.579,0.55,,,,,,,
2013-12-24,,,,,,,,,,,,0.134,0.193,,,,,
2013-12-26,,,,0.335,0.021,,,,,,,,,,,,0.758,
2014-01-22,,,,,,,,,,,,,,,0.257,,,
2014-01-23,,,,,,,,,,,,,,,,,0.019,
2014-01-27,,,,,,,,,,,,,0.14,,,,,
2014-02-03,,,,0.276,0.023,,,,,,,,,,,,,
2014-02-24,,,,,,,,,,,,,0.135,,,,,
2014-02-26,,,,,,,,,,,,,,,0.193,,0.135,
2014-02-27,,,,,,,0.373,,,,,,,,,,,
2014-03-03,,,,0.263,0.018,,,,,,,,,,,,,
2014-03-21,,,,,,,0.206,0.825,,,,,,,,,,
2014-03-24,0.082667,,,,,,,,0.401,,,,0.135,,,,,
2014-03-25,,,,,,,,,,0.566,0.604,,,,,,,
2014-03-26,,,,,,,,,,,,0.18,,,0.193,,0.046,
2014-04-01,,,,0.28,0.021,,,,,,,,,,,,,
2014-04-21,,,,,,,,,,,,,0.135,,,,,
2014-04-23,,,,,,,,,,,,,,,0.263,,0.033,
2014-05-01,,,,0.269,0.021,,,,,,,,,,,,,
2014-05-21,,,,,,,,,,,,,,,0.245,,,
2014-05-22,,,,,,,,,,,,,,,,,0.08,
2014-05-23,,,,,,,,,,,,,0.13,,,,,
2014-06-02,,,,0.294,0.023,,,,,,,,,,,,,
2014-06-20,,,,,,,0.249,0.937,,,,,,,,,,
2014-06-23,0.089667,,,,,,,,0.476,,,,0.15,,,,,
2014-06-24,,,,,,,,,,0.593,0.595,,,,,,,
2014-06-25,,,,,,,,,,,,0.166,,,0.213,,0.052,
2014-07-01,,,,0.292,0.025,,,,,,,,,,,,,
2014-07-21,,,,,,,,,,,,,0.139,,,,,
2014-07-23,,,,,,,,,,,,,,,0.209,,0.036,
2014-08-01,,,,0.3,0.027,,,,,,,,,,,,,
2014-08-20,,,,,,,,,,,,,,,0.222,,,
2014-08-21,,,,,,,,,,,,,,,,,0.205,
2014-08-25,,,,,,,,,,,,,0.15,,,,,
2014-09-02,,,,0.271,0.028,,,,,,,,,,,,,
2014-09-19,,,,,,,0.238,0.939,,,,,,,,,,
2014-09-22,0.084667,,,,,,,,0.469,,,,0.144,,,,,
2014-09-24,,,,,,,,,,0.626,0.587,0.215,,,0.195,,0.171,
2014-10-01,,,,0.289,0.03,,,,,,,,,,,,,
2014-10-22,,,,,,,,,,,,,,,0.241,,,
2014-10-23,,,,,,,,,,,,,,,,,0.25,
2014-10-27,,,,,,,,,,,,,0.171,,,,,
2014-11-03,,,,0.29,0.029,,,,,,,,,,,,,
