Date,SCHD,SPY,QQQ,TQQQ,TLT,SGOV,IAU
2002-10-16,1199.1705679282163,1441.9485812334867,2114.8211683773684,891949.2064776601,118.9264622026369,636.8783892996468,161.86111354339266
2002-10-17,1223.5770637640449,1470.6047015385557,2186.303781265257,984856.8717888709,117.4777437059978,636.920536462212,160.73737549867695
2002-10-18,1232.5282729544235,1476.768596293623,2210.4413498555996,1017622.9838225623,117.78126899775229,636.9629450028352,161.23195995049582
2002-10-21,1261.492032988067,1502.257806152142,2255.0038332513464,1080003.3645044318,116.63616505188598,637.0053563671777,160.4225251887986
2002-10-22,1239.6006011318777,1491.4294726427652,2241.0766361859664,1060242.2589723135,116.30494714970159,637.0488050486192,161.36680846565957
2002-10-23,1249.2471272052778,1502.75900633238,2283.782271219808,1121608.925469063,116.34631870468708,637.0917394117149,160.9172498564576
2002-10-24,1235.9300641446782,1472.1030973081647,2226.2235179929194,1039433.7435318213,117.36726335608776,637.1344180100347,160.2875619512553
2002-10-25,1251.86343439505,1502.75900633238,2293.066304441557,1135254.747351384,117.79509298821264,637.1763234403077,161.5016406626132
2002-10-28,1242.983133169188,1492.9287358742247,2273.570230992654,1106725.480810609,117.62959561089335,637.2179729340734,162.26538239182986
2002-10-29,1234.3336171766964,1475.602727566672,2220.6529729072067,1031700.210396586,119.1608340699577,637.2583316022753,163.3875877812254
2002-10-30,1244.699850137882,1489.929438334105,2280.068783083773,1116181.4464808921,119.11964103300883,637.2966230188421,162.8490689778606
2002-10-31,1234.1921594278476,1474.7687111898263,2279.1401503150473,1114826.9290751398,119.65756050683866,637.3349167362529,163.52217729334137
2002-11-01,1246.4134640846971,1503.925067828632,2344.125254050685,1212277.488527636,119.15717445020711,637.37166021235,163.8810042807804
2002-11-04,1248.5648236243999,1518.2522605193155,2404.4709485226203,1307693.4917580914,118.63056855694771,637.4081470348141,163.6567507641056
2002-11-05,1250.8877216510834,1530.247522986795,2423.036929088381,1338021.931878389,118.17327229140405,637.4446359459938,163.6118947218393
2002-11-06,1258.4051834228517,1550.0734599625823,2457.3859121425567,1395358.1234787076,118.6445599080674,637.480868144424,163.2978525195375
2002-11-07,1223.9422689564017,1512.087883840997,2371.049138122754,1254255.178482289,121.58259859729816,637.5121848931308,164.64313434246142
2002-11-08,1207.2766022040537,1493.5954284985903,2327.414870320186,1186699.479289337,122.56650075610122,637.5432443513354,165.00160692269685
2002-11-11,1197.0885462957667,1470.4372814014257,2256.859221498835,1082654.2770485736,123.23173706216939,637.5743053227509,164.95680402291532
2002-11-12,1191.1526739315568,1482.0995349029977,2314.4179747257226,1167055.414965929,122.52498415521096,637.6053678074495,166.3448774436923
